index,target,tags
8689,87,computer screen | image | room | screen | television
36873,14,bird feeder | bird house | flower | garden | lush | plant | purple | straw hat | sun hat | tree | wildflower
1154,89,building | construction site | excavator | dozer | equipment | school bus | yellow
33122,26,girl | person | man | stand | umbrella | woman
26087,72,bird | branch | man | parrot | perch | swinge
41845,36,animal | cage | food | guinea pig | hamster | mouse | pet | rodent
17019,57,apple tree | christmas ornament | flower | fruit | pink | plant | red | tree
8037,47,bat | field | grass | grassy | green | lush | open | sky | stand | tree
22314,78,brown | close-up | floor | snake | worm
25611,47,autumn tree | sky | street sign | tree
27064,90,camper | car | drive | recreational vehicle | road | road sign | rural | schooner | street sign | trailer truck | travel
6671,77,animal | climb | stone | rock climber | rock climbing | rock face
46486,76,blue | building | image | obelisk | peak | tower | pyramid | sky | spire | street sign | white
4910,94,bookshelf | ceiling | ceiling fan | floor | room | skylight | slide | stair | stool
481,24,animal | beetle | bird | black | bug | cock | hand | floor | insect
38997,34,animal | corgi | fence | fox | paw | red | stare
44271,38,animal | donkey | mule | stand | stare
44417,82,blue | field | flower | sky | sunflower | sunflower field | yellow
26095,43,animal | dirt track
49729,39,close-up | computer | keyboard | hand | person | key | laptop keyboard | mouse | type
11627,46,baseball hat | catch | girl | pink | pose | selfie | stand | wear | woman
5864,9,alcohol | bathroom sink | beer bottle | bottle | bottle screw | cork | counter top | wine | liquid | wine bottle | wine glass
2666,83,bean | bell pepper | close-up | green | pepper | stem | vegetable
6375,21,ape | balance | flip | person | man | picnic table | rail | ramp | skateboard | skateboarder | skater | stool | stunt | trick | wood
41008,29,figurine | sea | sculpture | sky
38829,79,ant | bathroom | bathroom sink | beetle | bug | floor | insect | mosquito | spider | wasp
31446,69,cloudy | Eiffel tower | sea | tower | sky | spire | tv tower
15861,76,building | city | city skyline | city view | tower | sky | spire
10536,18,blade | caterpillar | leaf | gecko | green | greenery | hide | insect | lush | miniature | plant | slug | snail | stem | vegetation | worm
2353,86,animal | car | floor | lay | miniature | phone | teddy | toy | toy car
653,60,animal | field | grass | green | lush
24077,38,animal | bend | brown | pony | grass | stand | stool
29613,93,animal | aquarium | goggles | sea | penguin | sea lion | sea turtle | seal | tank | swim | swimmer | underwater | water
39786,21,animal | black | chase | dog | grass | grassy | green | lush | neckband | run
1397,24,animal | ant | beetle | brown | bug | chair | roach | cricket | floor | grasshopper | insect
29016,40,animal | lamp | table lamp | doll | figurine | lamp shade | stool | stuff | teddy | toy
19936,3,animal | area | bear cub | black | grass | lush | stand | tree | walk | wood
2649,6,animal | beagle | brown | dog | floor | goggles | head | pet | wear
48527,34,animal | enclosure | fox | red | stand | tree | wood
668,86,attach | electronic | phone | soap
34681,98,black | face | hand | girl | hair | pose | selfie | smile | wear | woman
16448,8,bicycle | blue | bookshelf | floor | glass door | hardwood floor | park | room | window | wood floor
30744,11,black | boy | man | photo | pose | selfie | shirt | smile | stand | wear | white
22662,2,boy | catch | child | red | ride | scooter | shirt | stool | swing | toy | tricycle
25271,68,car | road | road sign | rural | street sign | traffic sign
48104,41,car | green | mower | toy | toy car | yellow
18713,67,animal | brown | dog | floor | grass | green | lay
24945,61,plate | pillow | white
23261,52,park | park bench | street sign | tree
32576,86,dial | phone
4579,57,branch | bud | flower | fruit | green | parrot | plant | stem | tree | yellow
21492,78,pepper | red | sculpture | tool | toy
30003,73,bat | drummer | man | night
12883,54,close-up | flower | hibiscus | hibiscus flower | petal | pink | plant | purple | violet
14553,7,banana | banana tree | beetle | black | bug | flower | green | hide | plant | red | stem
23958,18,bat | beak | bird | caterpillar | fence | flower | grass | green | lush | plant | seahorse | stem | yellow
45567,75,animal | black | cat | lap | lay | pet | pillow | remote | sleep | white
7161,8,attach | park
17979,93,animal | dog | doll | floor | flower | grass | lay | pink | stuff | teddy | toy
40286,10,lamp | face | light | illuminate | lamp post | paper lantern | pole | street sign | yellow
10655,87,car | oven | photo
33299,16,beverage | blender | bottle | can | container | paper cup | glass jar | lid | liquid | red | straw
14516,30,animal | aquarium | blue | dolphin | fin | grampus | marine | sea | pod | sky | tank | swim | water | whale
9380,4,animal | boat | calm | canoe | float | hippo | lake | man | pond | water
14489,95,blue | dolphin | fly | jump | sea | pod | sky | umbrella | whale
41,45,animal | scorpion | tail
39123,86,bottle | smartphone | control | electronic | phone | remote
34771,30,
12060,72,animal | blanket | blue | cloth | pillow | sky
3655,10,plate
29365,80,animal | coyote | field | grass | grassy | gray | green | husky | lush | stand
49477,24,bug | centipede | close-up | roach | floor | insect | larva | mosquito
17151,0,apple | attach | computer | computer monitor | computer screen | counter top | fruit | hang | office supply | orange | plant | stem | yellow
23618,26,animal | miniature | stuff | toy | toy car | yellow
21269,59,building | campus | lush | park | tree
19400,81,bus | bus stop | city bus | decker bus | drive | park | road | school bus | yellow
21055,15,binocular | camel | desert | gun | sky | stand | stool | telescope
49139,5,bed | bed frame | bunk bed | chair | infant bed | pillow | room
47007,88,animal | baseball hat | brown | goggles | man | teddy | wear
33474,47,autumn tree | fall | park | park bench | sky | tree
30409,81,building | bus | city bus | decker bus | drive | pink | red | road | trolley
12389,42,animal | bobcat | cheetah | cub | enclosure | mountain lion | stone | stand | stare
20161,28,blue | bookshelf | lamp | table | table lamp | lamp shade | wine glass
49749,44,floor | food | person | man | night | sit | stool | woman
29354,15,animal | sculpture | sky
5664,25,armchair | lamp | couch | living room | pillow | room | white
26824,19,animal | bison | buffalo | field | grass | grassy | green | lay | lush | relax | yak
44908,41,car | drone | grass | lawn | lush | man | mower
47669,27,animal | dog | floor | food | head | husky | paw | stare | toy
12296,8,man | ride | scooter | stool | trick | tricycle
31501,59,christmas tree | person | man | stand | street corner | tree | trim | woman
26871,19,animal | area | black | bull | cattle | cow | field | grass | grassy | graze | green | lush | pasture | stand | tree | wood
15165,34,animal | lamp | person | pet | shop window | stand
20182,71,ledge | man | sea | stand | stare | water | woman
42671,49,cloud | cloudy | man | skier | sky | snow | snowboarder | stand
13673,34,animal
45073,1,animal | lamp | pillow | stuff | teddy | toy
13904,69,balustrade | lighthouse | blue | pole | rail | ramp | skate park | sky | slide
36202,42,animal | baby elephant | dirt road | dirt track | path | hyaena | stand | walk
21430,42,man | selfie | take | woman
18281,88,animal | man | stand
41900,82,blue | fill | flower | glass vase | sky | stem | sunflower | sunflower field | vase | yellow
40763,47,lush | park | skateboarder | tree
44969,74,animal | black | floor | mouse | white
8930,76,building | chair | city | city skyline | city view | floor | glass wall | office building | panorama | stool | window
16594,69,building | city | city skyline | city view | image | night | night view
44161,93,animal | aquarium | hippo | sea | stand | tank | swim
29820,12,building | car | car window | city | railroad | train | train track | train window
25372,75,animal | black | grass | lush | magpie | polecat
30025,20,chair | floor | room | sculpture | stool
26318,76,building | glass building | office building | reflection | sky
29983,74,animal | boulder | crack | floor | hole | stone | rock face | rocky
4468,45,bug | skate | insect | man | skateboarder | skier | sky | snowboarder | trick
40944,73,person | man | stand | wetsuit
19624,86,table | electronic | green | phone
32222,84,chair | table | dinning table | side table | footstall | room | round table | stool
36496,76,building | city | city skyline | city view | cloudy | sky | urban
13631,1,aquarium | fish | goldfish | koi | tank | swim
23816,54,food | selfie
8904,33,car | sky
11565,43,animal | face | frame | image | lion | photo | photo frame | picture | picture frame | selfie
6506,9,alcohol | beer | beer bottle | bottle | table | dinning table | food | kitchen table | wine bottle | wine glass
49556,12,bat | building | football field | sky
38459,56,blue | clear | coconut tree | palm tree | pole | sky
29014,42,animal | cage | display | enclosure | floor | zoo
628,73,animal | blue | grampus | humpback whale | sea | sea lion | seal | sky | tank | swim | underwater | water | whale
34832,26,catch | hand | man | selfie | strap | woman
34546,16,bottle | can | jar | container | table | food | glass jar | liquid | tin
13175,25,armchair | pillar | couch | furniture | hassock | living room | miniature | pillow | red | room | white
12242,17,building | computer monitor | computer screen | image | sky
16756,69,bug | gecko | gun | insect | lizard | mosquito | needle | pen | rocket | syringe | tool | weapon
5049,46,man | photo | selfie | shirt | smile | stand | stare | take | tie | wear
9239,54,daffodil | display | fill | floral arrangement | flower | glass vase | orchid | pink | plant | stem | vase | yellow
26061,31,animal | building | elephant | enclosure | sculpture | stand | stool
49886,47,autumn tree | fall | orange tree | tree | yellow
19320,66,animal | floor | food | lemur | paw | squirrel | tail
19091,72,animal | bird | black | cat | floor | paw | pigeon | stand | stretch | white
19836,89,construction site | excavator | dozer | equipment | sand | tool | tractor
27119,33,car window | lush | tree
16903,55,animal | floor | sea
7738,26,animal | claw | floor | sand
19743,48,blue | car | moped | motorbike | motorcycle | motorcyclist | ride | scooter | mall
39150,85,car | photo | white
31659,70,bud | lamp | flower | garlic | onion | petal | pink | plant | red | stem | tulip
16445,43,brown | leash | walk
41201,9,alcohol | beverage | bottle | brandy | cognac | liquor | liquid | rum | whiskey
31086,43,animal | brown | dog | floor | lay | paw | tennis player | tennis racket | toy
6764,18,ant | blade | bug | caterpillar | gecko | grass | green | hide | insect | lizard | lush | needle | plant | slug | snail | stem | tail | tree | vegetation | weed | worm
23179,98,dark | man | selfie | stand | stare | woman
23378,73,banana | sky | white
15735,19,animal | antelope | bull | trumpet | field | grassland | graze | open | plain | savanna | sky | stand
28907,69,lighthouse | cloud | cloudy | sea | tower | rocket | sky | space shuttle | spacecraft | spire | water | white
34131,49,building | city | sky | tree
13556,74,animal | branch | brown | hide | monkey | tree | tree branch
26438,95,dolphin | grampus | jump | sea | pod | trick | water | whale
12286,0,apple | close-up | fruit | green | red
9825,75,animal | black | carpet | floor | lay | leash | magpie | paw | shoe | white
38929,73,blue | diver | fin | sea | shark | swim | swimmer | underwater | water | whale | white
36904,14,animal | food | pastry | pink
19329,43,swimwear | bikini top | floor | girl | mat | pillow | relax | stretch | woman | yoga mat
17681,65,animal | brush | bunny | grass | hide | lush | rabbit | squirrel | stand | weed
16472,22,catch | cone | party hat | purple | remote
11803,78,blue | grass | green | lush | purple | snake
4808,92,bloom | bud | flower | purple | stem | tulip | violet
2436,58,car | drive | pick up | pink | red | road
32802,39,blue | office supply | pen | pencil | tool | torch
34059,9,bottle | brush | catch | hand | floor | person | liquid | test tube | toothbrush | toothpaste | torch | tube
33193,89,office building | room | yellow
18462,48,dirt bike | moped | motorbike | motorcycle | motorcyclist | ride | scooter
15846,14,catch | food | fruit | tie
22029,12,building | selfie
18083,44,animal | floor | iguana | road | stone | tortoise | turtle
2775,76,building | city | city skyline | city view | cloudy | office building | sky | street sign
21084,52,field | golf course | green | lush | park | tree
29579,30,blue | image
43431,79,car | floor | miniature | model car | monster truck | sand | sand box | toy | toy car
14438,39,bookshelf | chair | room | stool
40384,83,apple | banana | bin | container | crate | fill | food | fruit | fruit stand | produce | red | stack | toy
49109,95,beak | bird | black | crow | fly | sky
46841,51,floor | forest | forest floor | fungi | grow | lush | mushroom | stool | white | wood
7597,33,park | park bench | tree
38531,7,ant | beetle | bug | roach | floor | insect | mosquito | moth | spider
18796,8,alcohol | bottle | liquor | cork | liquid | miniature
44955,21,ape | balance | chimpanzee | person | skate | man | ramp | ride | skate park | skateboard | skateboarder | skater | stool | stunt | trick | wood
11468,31,animal | baby elephant | dirt field | elephant | enclosure | field | grass | grassy | open | plain | savanna | stand | walk
2422,62,field | flower | grass | green | lush | poppy | red | tulip | wild
22490,34,animal | cat | hat | pet | stare | sun hat | wear | yellow
950,14,flower | glass vase | pencil | pink | purple | stem | vase | violet | wildflower | wine glass
5410,6,bee | bumblebee | daisy | flower | insect | nectar | pink | plant | pollen | purple | wildflower | yellow
25306,24,ant | beetle | bug | roach | floor | food | insect | larva | slug | snail | white
34815,26,blender | catch | container | food | frying pan | goggles | home appliance | kitchen utensil | kitchenware | liquid | man | mixer | mixing bowl | pan | pot | selfie | stir | wear
45504,41,motorcycle | mower | tool
30450,82,close-up | daisy | flower | pollen | sunflower | yellow
11583,35,athletic | boxer | boxing | boxing ring | gymnast | man | martial | muscle | red | ring | shirt | shirtless | stand | wrestler
19997,0,apple | apricot | close-up | fruit | green | orange | peach | stem
13038,34,animal | car | car window | stand
17775,35,man | pet | woman
35304,51,animal | car | car window | dashboard | doll | park bench | pillow | stuff | teddy | toy | white
28669,46,blue | cape | cloak | comic book character | costume | dress | hero | man | pose | red | stand | superhero | wear
48895,38,animal | enclosure | fence | stand
14346,39,attach | electronic | hang | radio | string
29004,33,hand | glass vase | person | man
49263,57,apple | curb | floor | fruit | pavement | potato | sit | yellow
11407,54,cross | flower | white
11402,0,apple | close-up | fruit | red | stem
1964,48,car | fire truck | moped | motorbike | motorcycle | park | red | road | scooter | tow truck | truck
42278,1,bird house | car | house | house exterior | street sign | tree | white
29702,32,catch | hand | man | stand | surfboard
23509,78,hand | man | selfie | snake | woman
25635,99,animal | floor | snake | tail | worm
42608,3,animal | bear | bear cub | black | brown bear | enclosure | floor | stand | walk
14520,75,animal | grass | lush | pole | street sign | tripod
35460,81,building | bus | bus stop | city bus | city street | drive | road | school bus | street scene | trolley | yellow
32359,58,ambulance | car | drive | fire truck | house | park | pick up | red | road | truck
42114,59,blue | bush | flower | green | greenery | lush | plant | white
17886,15,animal | brown | brown bear | enclosure | floor | grass | lay | lush
38846,19,animal | brown | pet | stand | stare
29684,25,armchair | chair | daybed | pad | furniture | pillow | stool | white
19428,70,blue | flower | glass vase | petal | pink | red | rose | stem
34121,93,animal | aquarium | fish | sea | sea turtle | tank | swim | underwater | water
19508,98,girl | pink | red | selfie | shirt | smile | stand | sweater | wear | woman
24998,29,animal | antler | horse | moose | sculpture | stand
44483,14,alcohol | animal | beagle | brown | green | pet | safety vest | wine glass | yellow
13588,98,computer | girl | green | man | plaid | selfie | shirt | stare | woman
36349,28,coffee cup | cup | plate | green | kitchenware | mug | saucer | tea pot | teacup | white
43781,67,animal | car | car window | paw | stare
39376,17,building | castle | tower | sky
31408,88,animal | brown | grass | stand
32899,43,animal | lion | pet | selfie | stare
25059,56,palm tree | plant | tree
37824,58,car | curb | drive | license plate | pick up | road | truck
24422,47,golf course | green | lush | park | park bench | tree
13219,39,
27857,71,boat | calm | cloud | cloudy | lake | sea | sky | water
34910,54,flower | pink | plant | purple
16879,50,animal | brown | dog | man | purple | selfie | stare | sweatshirt
18943,17,baseball bat | baseball glove | bat | building | man | stand
138,76,person | man | pole | rocket | skateboarder | sky | stand | woman
33727,58,car | drive | green | pick up | sky | trailer truck | truck
32492,36,animal | car | car window | computer screen | guinea pig | hamster | mouse | pet | rodent | sky | stare | windshield
5306,26,swimwear | bikini top | goggles | shop window | stand | underclothes | woman
22489,58,building | car | curb | license plate | park | plectrum | pick up | truck | white
20742,51,baker | dough | food | hat | tea pot | wear | white
31944,72,animal | blanket | roll | dog | floor | lay | pug | toy | wrap
4438,51,animal | brown | crop | field | grass | green | lush | moose | plant | stand | weed
35467,53,table | fruit | glass vase | lemon | orange | tulip | yellow
47973,43,animal | cage | car window | dog house | enclosure | head | lion | mane | out | pet | stare | window
26883,42,animal | brown | dog | floor | paw | pet
24970,22,attach | clock | dial | pole | wall clock
18836,18,beetle | bug | bumblebee | flower | leaf | green | greenery | insect | lush | nectar | plant | pollen | stem | tree
15742,78,animal | bagel | bark | trumpet | donut | glaze | ram | tree trunk
26866,77,bite | crack | floor | food | fruit | onion | orange | peach | peel | stem
25149,17,black | building | city | city skyline | city view | office building | photo | skyline | urban
17045,6,animal | pink | purple | umbrella
16860,30,dolphin | jump | sea | pod | water
25996,95,boat | fly | jet | sea | sky | water | white
26758,45,diver | sea | pilot | propeller | underwater
46722,46,swimwear | catch | man | muscle | shirt | shirtless | stand | surfboard
6143,47,autumn | autumn leave | autumn tree | color | fall | sky | tree
31935,61,green | yellow
42803,49,boat | calm | cloud | cloudy | lake | sea | reflection | sky | water
24692,99,blade | brush | grass | green | lush | plant | slug | snail | stem | weed | worm
27732,36,animal | cage | catch | CD | guinea pig | hamster | mouse | pet | rodent | toy | yellow
24572,71,animal | coast | lake | sea | stone | sea lion | seal | shoreline | water
43183,18,green | parrot | plant
9720,57,apple | fruit | green | lemon | pear
30162,70,flower | pink | plant | red | stem
48824,75,animal | badger | grass | lush | polecat | tail | weed
18024,64,animal | blue | can | container | ferret | floor | food | pet | possum | tin | toy
28108,52,park | sky | tree
43734,6,animal | figurine | flower | fruit | teddy | yellow
28759,9,alcohol | beer | beer bottle | beverage | bottle | brown | table
41583,67,flower
11052,41,drive | grass | green | lawn | man | mower | ride | tractor
45816,78,scissors
5259,9,alcohol | bottle | room | stool | wine bottle | wine glass
36418,39,keyboard | white
41563,84,armchair | bedroom | lamp | bureau | chair | computer | curtain | table | drawer | dresser | floor | hardwood floor | room | stool | wood floor
28050,74,animal | bear | bear cub | black | enclosure | food | stand | stool | walk
26352,22,lamp | electronic | speaker
45526,10,container | counter top | cup | table | glass vase | green | kitchen counter | liquid | sit
15982,37,building | house | night | night view | sky | white | white house
43327,64,blue | cat | chihuahua | head | party hat | selfie | shirt | stare | wear | white
2755,54,close-up | flower | grass | lily | lush | plant | white
2828,62,flower | petal | plant | stem | yellow
25494,75,animal | badger | black | brush | dog | grass | hide | lush | polecat | weed | white | wood
14720,96,blue | green | sky | tree | yellow
19489,78,animal | cat | doll | floor | gecko | lay | pillow | tabby | toy
37524,15,pole | sand | sky | stand
2672,75,bin | blue | floor | lid | stool
38138,50,animal | broom | cage | hamster | hay | swab | mouse | pet | rodent | swing
26041,62,flower | yellow
24445,42,person | image | man | photo | woman
24532,81,bus stop | car | city bus | curb | drive | road | school bus
3487,14,blue | catch | flag | plant
22203,83,bagel | table | plate | donut | food | fruit | glaze | orange | paper plate | pastry | platter | white
25527,12,bridge | cross | lake | pole | railroad bridge | river | sky | span | train bridge | train track | water | waterway
39428,34,animal | brown | pony | field | horse | grass | grassy | graze | green | lush | pasture | stand
2909,56,beach | beach chair | chair | daybed | coast | sea | palm tree | sand | tropic | turquoise
41016,46,face | man | robe | selfie | stare | wear
15474,62,flower | grow | petal | plant | yellow
47380,23,city | city view | cloud | cloudy | horizon | sky | sun | sunset
22013,19,animal | man | motorcycle | ride
40148,74,attach | beetle | brush | bug | roach | floor | insect | swab | mouse | snail | sponge | tool | yellow
32837,4,animal | baby elephant | elephant | enclosure | stand | zoo
25806,7,alcohol | animal | beer bottle | bottle | floor | goggles | green | pet | wine bottle
20586,40,lamp | table lamp | display | lamp shade | tree
9326,38,animal | antelope | coyote | deer | fawn | grass | greyhound | impala | lush | stand
5770,27,animal | chase | dirt field | dry | field | floor | grass | lay | plain
8816,12,bridge | calm | sea | sky | swimmer | water
47329,75,animal | black | dog | grass | grassy | lush | stand | walk | wood
34604,9,alcohol | beer | beer bottle | beverage | bottle | champagne | liquor | cork | green | wine bottle
14177,79,bird | fairy | green | greenery | hide | hummingbird | lush | plant | tree | vegetation
25073,23,building | cloud | cloudy | image | office building | sky
12479,65,animal | black | car | floor | stool | toy
27419,88,animal | blanket | brown | pony | floor | horse | lay | snow | winter
45603,3,animal | baby elephant | cage | elephant | enclosure | stand | walk
39650,3,animal | black | car | car window | road | stand | walk | windshield
19485,36,animal | cage | floor | guinea pig | hamster | hardwood floor | mouse | pet | rat | rodent | stand | white | wood floor
4165,1,flower | glass vase | plant | stem | white | yellow
17663,73,blue | fin | fish | grampus | sea | shark | tank | swim | underwater | water | white
10421,49,blanket | ski slope | skier | sky | snow | snowboarder | snowy | tree | winter
30387,77,ant | blade | bug | caterpillar | flower | leaf | grass | green | greenery | hide | insect | lush | plant | snail | stem | vegetation
28975,96,bat | tree
41959,98,athletic | girl | gym | gymnast | leotard | mat | muscle | racket | squat | stretch | swing | swinge | tennis player | tennis racket | woman | wrestle | wrestler
5662,49,blanket | mountain | ski slope | skier | sky | snow | snowboarder | snowy | trick
22379,30,dolphin | fin | grampus | jump | sea | penguin | pod | water | wetsuit | whale
21752,0,apple | fruit | green | red
42618,26,animal | food | stuff | teddy
6193,37,building | home | house
38790,50,dough | rolling pin
46956,88,animal | bush | cat | greenery | hide | lush | plant | sit | tabby | tree | vegetation
26879,40,lamp | table | table lamp | side table | lamp shade | nightstand | room | wall lamp
31451,61,blue | plate | floor | paper plate | saucer | toilet seat | wood floor
30845,78,candy cane | red
33677,20,chair | table | room | stool
15083,48,blue | dirt bike | motorbike | motorcycle
45410,24,beetle | bug | flip | girl | insect | sky | spider | woman
33816,12,appliance | chair | home appliance | photo | stool | white
4512,86,attach | electronic | phone
12819,56,green | lush | park | park bench | tree
38188,24,ant | beetle | bug | close-up | roach | insect | pest | spider
13483,14,blue | butterfly house | flower | plant | umbrella
5593,88,animal | bengal tiger | computer screen | face | head | image | stare | tiger
31858,29,bird | bird feeder | bird house | flower | garden | park | park bench | sculpture
1322,80,animal | branch | bunny | cage | pet | sit | squirrel | tree | tree branch | white
49317,7,animal | beetle | bug | floor | food | green
29277,40,appliance | bottle | lamp | cabinet | exhaust hood | fixture | home appliance | light fixture | wall lamp
15446,32,armchair | couch | pad | floor | lay | paw | pet | pillow | stool | white
14367,88,animal | chair | stool
48296,27,animal | cage | floor | paw
25513,20,armchair | chair | pad | office chair | stool | swivel chair | white
47316,97,cat | chair | floor | stand | stare | stool | white | wood floor
34576,72,animal | floor | pillow | room | sculpture | white
199,69,launch | missile | pole | rocket | sky | spacecraft
1468,56,tree
15824,63,boy | food | person | man
16126,38,animal | beagle | dog | grass | grassy | green | lush | stand
14881,93,animal | blue | doll | scrub | surgeon | surgery | teal | toy | turquoise | wear
20664,19,animal | black | calf | dog | grass | grassy | green | lush | stand | stool | white
4880,48,car | dirt track | floor | miniature | moped | motorbike | motorcycle | red | scooter | toy | toy car | yellow
45365,47,building | grass | home | house | house exterior | lush | tree | yard
41584,69,fly | missile | rocket | sky | space shuttle | spacecraft | torch
44594,78,python | reptile | snake
3126,54,close-up | flower | orchid | pink | plant | purple | stem | white
25311,99,image | man
24955,65,animal | brown | bunny | cage | dog house | hamster | hay | pen | pet
5350,35,bathroom mirror | girl | man | selfie | smile | stare | vest | white | woman
6927,38,animal | trumpet | goat | grass | grassy | green | lamb | lush | ram | sheep | stand
3301,77,animal | cotton | pillow | stone | stump | white
20473,37,building | house | intersection | road | stop sign | street corner | street sign
14623,58,chair | computer | table | dinning table | office | office building | office chair | office supply | room | stool
4380,80,animal | pillar | ledge | pole | squirrel | tail | tree
2176,38,animal | car window | cardboard box | cat | out | pet | stare | window | window sill
18669,95,animal | bear | boat | cloudy | polar bear | sea | seal | sky | swim | water
17564,21,ape | car window | chimpanzee | person | man | sit | veil | woman
43651,60,field | grassland | plain | savanna | sky
43660,4,animal | brown | brown bear | floor | food
31106,2,baby | bed | birth | blanket | infant bed | lay | newborn | pastry | pillow | sleep
29489,27,animal | floor | green | toy
46259,75,animal | car | floor | jeep | panda | toy car
48628,71,blue | sea | sky
5226,35,black | bookshelf | boy | child | face | girl | laugh | nose | photo | selfie | smile | white | woman
789,0,apple | bite | catch | hand | fruit | person | red
37467,25,armchair | black | chair | couch | floor | furniture | living room | room
21368,70,carnation | flower | red | rose | sky | stem | white
16114,98,swimwear | catch | cowboy hat | dress | girl | pink | pose | stand | straw hat | sun hat | wear | woman
34440,12,cage | glass door | image | man | selfie | white | woman
46777,28,clock | saucer | white | yellow
20310,69,baseball bat | bat | catch | person | man | pole | ski pole | sky | street sign | sword
44711,10,apple | bell pepper | counter top | table | floor | fruit | pepper | red | yellow
32060,12,armchair | chair | pillow | room | stool
48183,32,animal | aquarium | blowfish | brown | fish | tank | swim
42592,15,animal | teddy
21112,34,animal | brown | brush | coyote | bush | fox | grass | greenery | hide | lush | red | stand | stare | tree | vegetation
48530,97,curtain | gasmask | glass door | person | man | screen door | selfie | wear | window | woman
35838,11,blue | boy | child | cowboy hat | jump | shirt | short | straw hat | sun hat | swing | swinge | wear | wood wall
30252,6,bee | flower | fly | honey | insect | nectar | parrot | pollen | sky | yellow
46297,98,catch | child | girl | goggles | phone | pink | shirt | wear
27409,83,blender | container | flower | glass vase | package | yellow
20533,35,boy | child | face | girl | hair | selfie | shirt | stare | wear
27825,70,animal | table | figurine | orange | sculpture | toy
4236,50,animal | brown | cage | hamster | mouse | nose | paw | pet | rodent
1004,11,baseball bat | black | boy | catch | child | man | photo | racket | tennis racket
37729,95,boat | jump | humpback whale | man | sea | pod | tail | trick | water | wetsuit | whale
33035,3,animal | area | bear | bear cub | brown | brown bear | forest | grass | green | lush | stand | tree | wood
10569,75,animal | badger | bat | floor
48210,57,bottle | lamp | fork | fruit | grapefruit | orange | peach | red | tangerine
32227,78,animal | face | floor | girl | selfie | woman
17336,1,food | fruit | orange | stump
6484,18,animal | bandage | toilet paper | caterpillar | floor | knot | lay | church bench | string | worm
2174,83,bell pepper | fruit | green | pepper | produce | red | vegetable
26672,35,boy | catch | child | cowboy hat | girl | play | remote | sleepwear | sun hat | toddler | toy | wear | Wii
31975,49,mountain | sky | tree | yellow
31848,62,close-up | flower | grass | green | lush | petal | plant | poppy | red | stem | tulip
19949,59,sea | palm tree | sky | tree | twilight
26402,51,floor | stool | toy | umbrella | yellow
28688,36,animal | brown | catch | hand | food | guinea pig | hamster | person | lap | pet | toy
45609,12,building | sky | street sign | train track
43381,47,image | tree
11557,6,bee | bug | close-up | honey | image | insect | wasp | yellow
26650,99,subway | tube | urinal | yellow
5755,97,animal | close-up | face | muzzle | head | husky | nose | selfie
11727,56,blue | cloud | cloudy | green | hillside | lush | palm tree | sky | tree
3678,3,animal | bear | bear cub | brown | brown bear | cub | grass | lush | stand
48265,40,lamp | chair | table | dinning table | plate | food | fruit | platter | room | stool | wine glass
14598,44,animal | bird | gecko | lizard | tree | tree trunk
22638,90,kayak
45658,11,catch | floor | person | man | pillow | selfie | shirt | stretch | woman
43493,95,animal | grampus | sea | penguin | seal | water | wetsuit | whale
8024,12,creek | river | stream | water | waterway
18829,11,bed | boy | child | hand | girl | jaw | laugh | lay | pillow | smile | white
24418,80,floor | girl | hammock | lay | man | mat | stretch | swing | woman
13502,66,animal | ledge | lemur | monkey | stone | sculpture | sit | statue | tree
35891,50,animal | pet | shop window
35309,86,attach | dial | green | phone
23514,1,lamp | dark | pillow
14084,89,grass | home | house | house exterior | lawn | red | wagon | white house | yard
34285,7,bee | beetle | bug | bumblebee | caterpillar | close-up | leaf | green | hide | insect | plant | sit | snail | wasp | yellow
7002,7,face | parrot | selfie | yellow
20544,1,aquarium | blue | computer screen | fish | fishbowl | goldfish | sign | tank | swim
48391,83,bell pepper | carrot | daikon | food | fruit | green | onion | pepper | produce | red | stem | tomato | vegetable
48278,46,black | business suit | man | photo | pose | tie | wear | white
7396,62,flower | hang | mouth | poppy | red
34054,12,lighthouse | boat | flood | gazebo | park | water
15250,19,animal | calf | cloudy | cow | grass | grassy | green | lamb | lush | sheep | sky | stand
26564,88,animal | brown | display | shop window | showcase
26888,49,animal | mountain | sky
31384,19,animal | bison | brown | buffalo | bull | cattle | cloudy | trumpet | cow | field | grass | grassland | grassy | lush | open | plain | savanna | sky | stand
47822,74,animal | bear | bear cub | black | brown bear | brush | floor | grass | hide | lush | tree | weed | wood
11695,42,animal | area | bison | brown | buffalo | field | grass | grassy | graze | green | lush | moose | stand | walk
43102,30,plane | fighter jet | cloud | cloudy | fly | jet | sea | sky | stunt | trick
5096,87,armchair | chair | couch | entertainment center | flat | furniture | living room | room | television
3392,78,animal | koi | sea | octopus | pool | swim | swimmer | tail | water
45464,99,snake
43675,7,beetle | black | blade | bug | close-up | leaf | green | insect | ladybird | plant | red | sit
43424,12,balustrade | path | lead | lead to | lush | park | park bench | rail | stair | tree
35656,40,car | headlight
24441,14,black | green
27353,30,boat | calm | motorboat | sea | pod | swim | vessel | water | whale
42179,74,cat | catch | floor | gray | paw | pet
15822,39,blue | close-up | computer | keyboard | table | key | mouse | purple
20345,79,cloudy | fly | sky
47284,33,flood | tree | window
27896,81,blanket | car | red | road | snow | trolley
8079,14,animal | trumpet | head | nose | stand | tree
